1.51,-2.72,-2.89,-0.79,-1.91,1.32
3.19,-1.61,-7.19,-2.98,-0.65,-0.75
3.24,-1.46,-7.52,-3.06,-0.54,-0.91
3.14,-1.11,-7.78,-3.09,-0.42,-1.02
3.06,-0.58,-8.15,-3.21,-0.36,-1.11
2.89,0.11,-8.55,-3.44,-0.43,-1.16
8.25,2.30,-14.66,-4.50,0.24,-0.84
9.02,1.51,-15.51,-4.22,0.66,-1.00
8.85,1.64,-15.89,-3.85,1.29,-1.25
8.43,2.34,-16.64,-3.48,1.77,-1.34
8.28,2.94,-16.32,-3.20,2.07,-1.33
7.47,6.90,-12.87,-3.28,0.34,-0.29
7.48,6.90,-12.44,-3.32,0.10,-0.13
7.32,6.65,-11.73,-3.30,-0.08,-0.04
7.55,5.95,-11.42,-3.26,-0.25,0.07
8.15,5.26,-11.99,-3.18,-0.37,0.09
8.40,4.96,-12.91,-3.09,-0.31,0.06
6.62,4.95,-11.50,-1.36,0.79,-0.29
5.95,4.70,-11.28,-1.25,0.75,-0.26
5.72,4.25,-10.97,-1.03,0.56,-0.24
5.97,3.86,-10.86,-0.76,0.57,-0.23
5.73,3.53,-10.64,-0.59,0.63,-0.25
5.99,4.07,-10.67,1.42,0.49,-0.12
6.13,4.25,-10.61,1.59,0.41,-0.06
6.45,4.33,-10.57,1.75,0.35,-0.01
6.63,4.49,-10.85,1.92,0.31,0.04
6.92,4.84,-11.19,2.05,0.29,0.09
9.24,5.61,-11.28,3.44,0.02,0.64
9.04,6.10,-10.66,3.57,-0.02,0.76
8.64,6.55,-10.62,3.61,-0.17,0.98
8.41,6.80,-10.92,3.50,-0.51,1.24
8.59,6.73,-10.92,3.29,-0.88,1.48
8.87,6.21,-10.58,3.07,-1.21,1.66
6.86,2.40,-10.32,1.43,-2.24,1.53
6.65,2.47,-10.33,1.46,-1.95,1.33
6.35,2.86,-10.13,1.43,-1.66,1.13
5.98,3.25,-9.64,1.33,-1.39,0.96
5.53,3.27,-8.88,1.20,-1.16,0.82
3.74,1.47,-7.01,-0.58,0.77,-0.75
3.71,1.90,-7.19,-0.75,0.99,-0.89
3.70,2.19,-7.24,-0.92,1.17,-1.01
3.81,2.44,-7.35,-1.10,1.31,-1.13
3.81,2.83,-7.53,-1.29,1.45,-1.24
3.93,3.24,-7.77,-1.51,1.53,-1.33
8.04,7.70,-11.20,-2.45,1.88,-1.83
7.99,8.91,-11.41,-2.53,1.70,-1.74
8.55,9.97,-11.43,-2.64,1.49,-1.62
8.81,10.89,-11.60,-2.78,1.20,-1.48
9.07,11.27,-11.79,-2.90,0.86,-1.29
6.77,7.36,-10.80,-2.89,-1.89,0.69
6.97,7.49,-11.43,-2.87,-1.88,0.77
6.96,7.26,-11.94,-2.89,-1.83,0.83
6.90,6.49,-12.19,-2.92,-1.69,0.85
6.77,5.45,-12.28,-2.91,-1.49,0.78
4.94,2.21,-10.85,-1.05,0.13,0.11
4.96,2.54,-10.83,-0.78,0.19,0.06
5.10,2.87,-10.86,-0.58,0.20,0.03
5.23,2.95,-10.91,-0.43,0.17,0.01
5.39,2.77,-11.02,-0.28,0.18,-0.03
5.56,2.53,-11.21,-0.06,0.31,-0.09
6.83,5.89,-11.65,2.56,0.94,-0.35
6.98,6.46,-11.81,2.67,0.94,-0.32
7.35,7.25,-12.02,2.73,0.91,-0.30
8.04,8.05,-12.23,2.77,0.92,-0.26
8.46,8.49,-12.55,2.84,1.00,-0.21
6.56,10.64,-8.04,3.54,0.74,0.97
5.53,10.50,-8.09,3.37,0.04,1.20
6.54,10.52,-8.73,3.10,-0.57,1.46
7.09,10.29,-8.69,2.79,-0.90,1.63
7.25,9.79,-8.33,2.61,-1.20,1.73
